sep=|
"Name"|"Current balance"|"Account"|"Transfers"|"Description"|"Payee"|"Category"|"Date"|"Time"|"Memo"|"Amount"|"Currency"|"Check #"|"Tags"
""|""|"Pat.Nubank"|""|"Giraffas"|"Giraffas"|"Diversao > Comer Fora"|"01/26/2018"|"00:00"|""|"-68,50"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Arezzo"|"Arezzo"|"Vestuario > Calcados"|"01/26/2018"|"00:00"|""|"-159,90"|"BRL"|""|"Patrícia; "
""|""|"Pat.Nubank"|""|"Uber do Brasil Tecnolo"|"Uber"|"Transportation"|"01/24/2018"|"00:00"|""|"-7,00"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Mc Donalds Lsu"|"Mc Donalds"|"Diversao > Comer Fora"|"01/22/2018"|"00:00"|""|"-61,00"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Mc Donalds Ano"|"Mc Donalds"|"Diversao > Comer Fora"|"01/20/2018"|"00:00"|""|"-96,00"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Supera Foods C"|""|""|"01/19/2018"|"00:00"|""|"-64,50"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Hotel Pq das Primavera"|"Hotel Parque Das Primaveras"|"Diversao > Hospedagem"|"01/15/2018"|"00:00"|""|"-60,00"|"BRL"|""|"Viagem Caldas Novas 201801; "
""|""|"Pat.Nubank"|""|"Parada Carro de Boi"|"Parada Carro De Boi"|"Diversao > Comer Fora"|"01/15/2018"|"00:00"|""|"-63,00"|"BRL"|""|"Viagem Caldas Novas 201801; "
""|""|"Pat.Nubank"|""|"Sams Club Brasilia"|""|""|"01/08/2018"|"00:00"|""|"-287,46"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Giraffas"|"Giraffas"|"Diversao > Comer Fora"|"01/08/2018"|"00:00"|""|"-66,40"|"BRL"|""|""
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Pagamento de Título - BANCO SAFRA S.A."|""|""|"12/07/2017"|"13:00"|""|"490,84"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Devolucao Compra"|"Privalia"|"Devolucao Compra"|"12/02/2017"|"01:00"|""|"179,98"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Intimissimi*Int-588458"|"Intimissimi"|"Vestuario > Roupas"|"11/29/2017"|"01:00"|""|"-140,40"|"BRL"|""|"Patrícia; "
""|""|"Pat.Nubank"|""|"Triunfo"|"Triunfo"|"Vestuario > Roupas"|"11/25/2017"|"01:00"|""|"-39,80"|"BRL"|""|"Helena; "
""|""|"Pat.Nubank"|""|"Outros"|"Biomundo"|"Mercado > Basicos > Outros"|"11/25/2017"|"01:00"|""|"-15,64"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Intimissimi*Int-575993"|""|""|"11/14/2017"|"01:00"|""|"-295,00"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Privalia*22730845"|"Privalia"|"Vestuario > Calcados"|"11/06/2017"|"01:00"|""|"-179,98"|"BRL"|""|"Patrícia; "
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Nubank Patrícia"|""|""|"10/04/2017"|"12:00"|""|"81,65"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Privalia*22267823"|""|"Beleza > Produtos"|"09/27/2017"|"00:00"|""|"-89,98"|"BRL"|""|"Patrícia; "
""|""|"Pat.Nubank"|""|"Ajuste Cambial (Income)"|"Nubank"|"Cartao Credito (Income) > Ajuste Cambial (Income)"|"09/11/2017"|"00:00"|""|"8,34"|"BRL"|""|""
""|""|"Pat.Nubank"|"Mar.Caixa.0863.204081"|"Nubank Patrícia"|""|""|"09/06/2017"|"12:00"|""|"715,61"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Vinhos"|"Mega Adega"|"Mercado > Superfluos > Vinhos"|"08/25/2017"|"20:58"|""|"-65,00"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Mercpago*Qconcursos"|""|""|"08/23/2017"|"00:00"|""|"-134,00"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Wal-Mart #1578"|""|""|"08/15/2017"|"00:00"|""|"-74,19"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Wal-Mart #1578"""|""|""|"08/15/2017"|"00:00"|""|"-4,73"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"VariaÃ§Ã£o cambial"|""|""|"08/10/2017"|"00:00"|""|"-6,29"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Estorno de IOF de compra internacional"|""|""|"08/09/2017"|"00:00"|""|"1,77"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"CrÃ©dito de ""WAL-MART #2360        """|""|""|"08/09/2017"|"00:00"|""|"27,82"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Wm Supercenter #2360"|""|""|"08/04/2017"|"00:00"|""|"-494,44"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Wm Supercenter #2360"""|""|""|"08/04/2017"|"00:00"|""|"-31,55"|"BRL"|""|""
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Pagamento de Título - BANCO SAFRA S.A."|""|""|"08/03/2017"|"12:00"|""|"950,28"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Wm Supercenter #1578"|""|""|"08/02/2017"|"00:00"|""|"-480,95"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Wm Supercenter #1578"""|""|""|"08/02/2017"|"00:00"|""|"-30,68"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Groupon Inc"|""|""|"07/31/2017"|"00:00"|""|"-35,17"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Groupon Inc"""|""|""|"07/31/2017"|"00:00"|""|"-2,24"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Chick-Fil-A #01141"|""|""|"07/28/2017"|"00:00"|""|"-80,79"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Chick-Fil-A #01141"""|""|""|"07/28/2017"|"00:00"|""|"-5,15"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Publix #514"""|""|""|"07/25/2017"|"00:00"|""|"-3,23"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Publix #514"|""|""|"07/25/2017"|"00:00"|""|"-50,61"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Publix #514"|""|""|"07/24/2017"|"00:00"|""|"-30,98"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Publix #514"""|""|""|"07/24/2017"|"00:00"|""|"-1,98"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Dunkin #301667 Q35"""|""|""|"07/24/2017"|"00:00"|""|"-2,14"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Kroger Co"""|""|""|"07/24/2017"|"00:00"|""|"-9,06"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Dunkin #301667 Q35"|""|""|"07/24/2017"|"00:00"|""|"-33,54"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Localflavor.Com"|""|""|"07/24/2017"|"00:00"|""|"-39,26"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Kroger Co"|""|""|"07/24/2017"|"00:00"|""|"-141,99"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Localflavor.Com"""|""|""|"07/24/2017"|"00:00"|""|"-2,50"|"BRL"|""|""
""|""|"Pat.Nubank"|"Mar.Caixa.0863.204081"|"PAG BOLETO"|""|""|"07/10/2017"|"12:00"|""|"844,94"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Other, Higiene, Carnes, Mobilia"|"Walmart Sams"|"Lar > Mobilia, Mercado > Higiene, Mercado > Basicos > Carnes, Mercado > Superfluos > Other"|"06/24/2017"|"00:00"|"tabua de passar"|"-370,08"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Hotel Pq das Primavera"|""|""|"06/19/2017"|"00:00"|""|"-864,50"|"BRL"|""|""
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Pagamento de Título - BANCO SAFRA S.A."|""|""|"06/12/2017"|"12:00"|""|"694,22"|"BRL"|""|""
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Pagamento de Título - BANCO SAFRA S.A."|""|""|"06/12/2017"|"12:00"|""|"584,62"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Dafiti Com"|"Daffiti"|"Vestuario > Calcados, Vestuario > Roupas"|"06/09/2017"|"00:00"|""|"-194,98"|"BRL"|""|"Patrícia; "
""|""|"Pat.Nubank"|""|"Roupas"|"Privalia"|"Vestuario > Roupas"|"05/22/2017"|"00:00"|""|"-56,98"|"BRL"|""|"Patrícia; "
""|""|"Pat.Nubank"|""|"Peixe Urbano"|""|""|"05/18/2017"|"00:00"|""|"-52,62"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Odontoart Odontologia 3/3"|""|""|"05/03/2017"|"00:00"|""|"-500,00"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Tag Sh Ljs Americanas"|"Lojas Americanas"|"Vestuario > Roupas"|"05/02/2017"|"00:00"|""|"-48,94"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Lojas Americanas"|"Lojas Americanas"|"Vestuario > Roupas"|"05/02/2017"|"00:00"|""|"-44,96"|"BRL"|""|"Patrícia; "
""|""|"Pat.Nubank"|""|"Summer Shop Outlet"|""|"Vestuario > Calcados, Vestuario > Roupas"|"04/19/2017"|"00:00"|""|"-281,00"|"BRL"|""|"Patrícia; "
""|""|"Pat.Nubank"|"Mar.Caixa.0863.204081"|"Nubank Patrícia"|""|""|"04/07/2017"|"12:00"|""|"819,96"|"BRL"|""|""
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Pagamento de Título - BANCO SAFRA S.A."|""|""|"04/06/2017"|"12:00"|""|"819,96"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Odontoart Odontologia 2/3"|""|""|"04/03/2017"|"00:00"|""|"-500,00"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Groupon Groupon"|""|""|"04/03/2017"|"00:00"|""|"-29,68"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Sams Club Brasilia"|"Walmart Sams"|"Mercado > Basicos > Outros, Mercado > Higiene, Mercado > Superfluos > Other, Mercado > Limpeza"|"03/20/2017"|"00:00"|""|"-319,96"|"BRL"|""|""
""|""|"Pat.Nubank"|"Mar.Caixa.0863.204081"|"Nubank Patrícia"|""|""|"03/09/2017"|"12:00"|""|"1.687,10"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Odontoart Odontologia 1/3"|""|""|"03/09/2017"|"00:00"|""|"-500,00"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Atacado Dia A Dia"|""|""|"02/20/2017"|"00:00"|""|"-1.049,24"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Groupon Groupon"|""|""|"02/20/2017"|"00:00"|""|"-15,90"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Drogasil Df 307 Sul Ii"|""|""|"02/16/2017"|"00:00"|""|"-79,89"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Giraffas"|"Giraffas"|"Diversao > Comer Fora"|"02/13/2017"|"00:00"|""|"-71,60"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Drogasil Df 307 Sul Ii"|""|"Saude > Remedio, Criancas > Vitaminas"|"02/13/2017"|"00:00"|""|"-470,47"|"BRL"|""|""
""|""|"Pat.Nubank"|"Mar.Caixa.0863.204081"|"Transfer from Mar.Caixa.0863.204081"|""|""|"02/05/2017"|"13:09"|""|"67,92"|"BRL"|""|""
""|""|"Pat.Nubank"|""|""|"Groupon"|""|"01/27/2017"|"18:04"|""|"-67,92"|"BRL"|""|""
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Nubank Patrícia"|""|""|"01/10/2017"|"13:00"|""|"40,64"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Mercadopago"|""|""|"12/19/2016"|"01:00"|""|"-34,99"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Juros de financiamento"|""|""|"12/02/2016"|"01:00"|""|"-4,89"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de financiamento"|""|""|"12/02/2016"|"01:00"|""|"-0,76"|"BRL"|""|""
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Nubank Patrícia"|""|""|"11/17/2016"|"01:00"|""|"174,61"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Groupon Groupon"|""|""|"10/20/2016"|"01:00"|""|"-55,90"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Outback Bz 10 Brasil"|""|"Diversao > Comer Fora"|"10/13/2016"|"00:00"|""|"-128,37"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"CrÃ©dito de variaÃ§Ã£o cambial"|""|""|"10/12/2016"|"00:00"|""|"9,66"|"BRL"|""|""
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Pagamento de Título - BANCO SAFRA S.A."|""|""|"10/10/2016"|"12:00"|""|"602,81"|"BRL"|""|""
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Pagamento de Título - BANCO SAFRA S.A."|""|""|"09/12/2016"|"12:00"|""|"660,64"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"DÃ©bito de variaÃ§Ã£o cambial"|""|""|"09/12/2016"|"00:00"|""|"-14,02"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Wal Mart"|""|""|"09/06/2016"|"00:00"|""|"-531,15"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Wal Mart"""|""|""|"09/06/2016"|"00:00"|""|"-33,89"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Estorno IOF Exterior R$"|""|""|"09/02/2016"|"00:00"|""|"1,03"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Marshalls"""|""|""|"09/02/2016"|"00:00"|""|"-2,46"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Marshalls"|""|""|"09/02/2016"|"00:00"|""|"-38,53"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Credito Mastercard Exterior R$"|""|""|"09/02/2016"|"00:00"|""|"16,21"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Wal Mart"|""|""|"09/01/2016"|"00:00"|""|"-36,70"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Wal Mart"""|""|""|"09/01/2016"|"00:00"|""|"-2,34"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF Transacoes Exterior R$"|""|""|"08/29/2016"|"00:00"|""|"-5,67"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Bathandbodyworks Com"|""|""|"08/29/2016"|"00:00"|""|"-88,81"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Groupon Inc"""|""|""|"08/26/2016"|"00:00"|""|"-2,78"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Groupon Inc"|""|""|"08/26/2016"|"00:00"|""|"-43,55"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Party City"""|""|""|"08/22/2016"|"00:00"|""|"-5,26"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"The Home Depot"|""|""|"08/22/2016"|"00:00"|""|"-32,29"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF Transacoes Exterior R$"|""|""|"08/22/2016"|"00:00"|""|"-13,07"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""The Home Depot"""|""|""|"08/22/2016"|"00:00"|""|"-2,06"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Wal Mart"""|""|""|"08/22/2016"|"00:00"|""|"-16,03"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"The Body Shop e Commer"|""|""|"08/22/2016"|"00:00"|""|"-204,93"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Party City"|""|""|"08/22/2016"|"00:00"|""|"-82,42"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Wal Mart"|""|""|"08/22/2016"|"00:00"|""|"-251,26"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"IOF de ""Groupon Inc"""|""|""|"08/15/2016"|"00:00"|""|"-2,21"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Groupon Inc"|""|""|"08/15/2016"|"00:00"|""|"-34,62"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Estorno de ""Moip Natura Cosme"""|""|""|"08/10/2016"|"00:00"|""|"163,36"|"BRL"|""|""
""|""|"Pat.Nubank"|"Pat.BB.28835.220256"|"Pagamento de Título - BANCO SAFRA S.A."|""|""|"08/04/2016"|"12:00"|""|"210,56"|"BRL"|""|""
""|""|"Pat.Nubank"|""|"Moip Natura Cosme"|""|"Presentes Dados"|"07/26/2016"|"00:00"|""|"-163,36"|"BRL"|""|"Viagem EUA 201608; "
""|""|"Pat.Nubank"|""|"Grupojam Midia"|""|""|"07/22/2016"|"00:00"|""|"-47,20"|"BRL"|""|""
"Pat.Dolares"|"4.541,85"|""|""|""|""|""|""|""|""|""|""|""|""
""|""|"Pat.Dolares"|""|"Nao Sei (Income)"|""|"Nao Sei (Income)"|"08/19/2017"|"17:51"|""|"4.541,85"|"USD"|""|""
""|""|"Pat.Dolares"|""|"Nao Sei"|""|"Nao Sei"|"08/19/2017"|"17:49"|""|"-79,68"|"USD"|""|"Viagem EUA 201707; "
"Mar.Caixa.0863.204081.Poup"|"215.526,70"|""|""|""|""|""|""|""|""|""|""|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"09/08/2019"|"10:32"|""|"161,93"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"08/31/2019"|"10:30"|""|"797,13"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"07/31/2019"|"10:33"|"Estimado"|"1.200,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"05/31/2019"|"09:59"|""|"1.173,66"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"04/30/2019"|"09:55"|""|"785,39"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"03/31/2019"|"10:05"|""|"611,95"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"RESG POUP"|""|""|"03/28/2019"|"12:00"|""|"-200,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"03/12/2019"|"10:05"|""|"207,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"RESG POUP"|""|""|"03/11/2019"|"12:00"|""|"-600,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"RESG POUP"|""|""|"03/11/2019"|"12:00"|""|"-1.500,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"03/08/2019"|"10:06"|""|"178,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"02/22/2019"|"10:04"|""|"150,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"APLIC POUP"|""|""|"02/21/2019"|"12:00"|""|"28.000,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"02/21/2019"|"10:03"|""|"150,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"02/08/2019"|"08:45"|""|"178,74"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"01/31/2019"|"08:44"|""|"681,89"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"12/21/2018"|"08:42"|""|"501,95"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"12/08/2018"|"09:16"|""|"177,12"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"11/25/2018"|"09:15"|""|"205,31"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"11/22/2018"|"09:14"|""|"146,35"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"11/21/2018"|"09:13"|""|"148,74"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"11/11/2018"|"09:10"|""|"176,47"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"10/31/2018"|"09:19"|""|"510,03"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"10/23/2018"|"12:24"|""|"584,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"APLIC POUP"|""|""|"10/22/2018"|"12:00"|""|"26.000,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"09/01/2018"|"12:17"|""|"584,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"08/01/2018"|"12:16"|""|"584,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"07/01/2018"|"10:31"|""|"584,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"06/01/2018"|"10:31"|""|"584,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"05/01/2018"|"10:31"|""|"584,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"04/01/2018"|"12:40"|""|"584,40"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"02/28/2018"|"12:39"|""|"551,34"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"APLIC POUP"|""|""|"02/22/2018"|"12:00"|""|"13.000,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"01/31/2018"|"13:38"|""|"549,16"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"12/31/2017"|"13:36"|""|"585,02"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"11/30/2017"|"13:39"|""|"580,85"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"Resgate Poupança"|""|""|"11/27/2017"|"11:41"|""|"-270,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"Resgate Poupança"|""|""|"11/27/2017"|"11:04"|""|"-250,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"Transfer from Mar.Caixa.0863.204081"|""|""|"11/08/2017"|"09:42"|""|"13.000,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"10/31/2017"|"14:05"|""|"578,13"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"09/30/2017"|"13:52"|""|"620,59"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Poupança Caixa"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"08/31/2017"|"10:55"|""|"637,47"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"Transfer to Mar.Caixa.0863.204081"|""|""|"08/30/2017"|"19:44"|""|"-100,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"Aplicação Poupança"|""|""|"08/21/2017"|"12:00"|""|"6.000,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Correcao Monetaria"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"07/31/2017"|"09:28"|"estimado"|"653,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Correcao Monetaria"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"06/30/2017"|"13:20"|"estimado"|"643,09"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|"Mar.Caixa.0863.204081"|"APLIC POUP"|""|""|"06/21/2017"|"12:00"|""|"8.000,00"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Correcao Monetaria"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"05/31/2017"|"13:14"|""|"582,17"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Correcao Monetaria"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"04/30/2017"|"13:22"|"estimado"|"815,03"|"BRL"|""|""
""|""|"Mar.Caixa.0863.204081.Poup"|""|"Juros Correcao Monetaria"|"Caixa Economica Federal"|"Juros Correcao Monetaria"|"03/31/2017"|"13:22"|"estimado"|"815,02"|"BRL"|""|""
